ratio,Spacy_entity,Spacy_tag,Spacy_clean_entities,Wiki_entity,Wiki_tag,Wiki_clean_entities
81,Alphic Hydras,'ORG',alphic hydras,55th Alphic Hyrdras,,55th alphic hyrdras
83,Rhoin Cobras,'PERSON',rhoin cobras,62nd Rhoin Cobras,,62nd rhoin cobras
83,Deltic Lions,'ORG',deltic lions,68th Deltic Lions,,68th deltic lions
85,Epsilic Eagles,'ORG',epsilic eagles,73rd Epsilic Eagles,,73rd epsilic eagles
85,Deltic Dragons,'ORG',deltic dragons,86th Deltic Dragons,,86th deltic dragons
83,Alphic Lions,'ORG',alphic lions,88th Alphic Lions,,88th alphic lions
86,Kappic Phoenixes,'ORG',kappic phoenixes,88th Kappic Phoenixes,,88th kappic phoenixes
81,Betic Dragons,'PERSON',betic dragons,101st Betic Dragons,,101st betic dragons
81,Lambdan Lions,'ORG',lambdan lions,133rd Lambdan Lions,,133rd lambdan lions
84,Iotan Gryphonnes,'PERSON',iotan gryphonnes,196th Iotan Gryphonnes,,196th iotan gryphonnes
88,the Deltic Lions,'ORG',the deltic lions,394th Deltic Lions,,394th deltic lions
90,Each Tempestus Command Squad,'ORG',each tempestus command squad,Tempestus Command Squad,,tempestus command squad
89,atus,'PERSON',atus,Atlus,,atlus
90,Aaron Dembski Bowden,'PERSON',aaron dembski bowden,Aaron Demsbki-Bowden,,aaron demsbki-bowden
82,Missrines,'PERSON',missrines,missiles,,missiles
83,the  Aurelian Sub sector,'LOC',the aurelian sub sector,Aurelia Sub-sector,,aurelia sub-sector
89,Tyladrhas,'PERSON',tyladrhas,Tyladhras,,tyladhras
82,Ela Ashbel s,'PERSON',ela ashbel s,Elaashabel,,elaashabel
88,the Cryptan Shield,'LOC',the cryptan shield,Cryptan Shield,,cryptan shield
85,the Storm Guardians,'ORG',the storm guardians,Storm Guardian,,storm guardian
95,Officio Assassinorum temple,'ORG',officio assassinorum temple,Officio Assassinorum#Temples,,officio assassinorum#temples
82,the Imperial Truth,'ORG',the imperial truth,The Imperial Truth (Novel),,the imperial truth (novel)
84,Maughan Ra,'PERSON',maughan ra,Maugan-Ra,,maugan-ra
81,the  Haradni 13th Heavy Armoured  Regiment,'ORG',the haradni 13th heavy armoured regiment,Haradni 13th Heavy Armoured,,haradni 13th heavy armoured
90,The Abyssian Witnesses,'ORG',the abyssian witnesses,Abyssian Witnesses,,abyssian witnesses
83,Orioc,'PERSON',orioc,Orinoca,,orinoca
90,the Priesthood of Terra,'PERSON',the priesthood of terra,Priesthood of Terra,,priesthood of terra
95,the  Brothers of Celestial Enlightenment,'ORG',the brothers of celestial enlightenment,Brothers of Celestial Enlightenment,,brothers of celestial enlightenment
89,Snope s World s,'LOC',snope s world s,Snopes World,,snopes world
90,the  Regimen Affirmator,'ORG',the regimen affirmator,Regimen Affirmator,,regimen affirmator
81,Dominus Prime,'PERSON',dominus prime,Terminus Prime,,terminus prime
93,the Armoured Interdiction Cadre,'ORG',the armoured interdiction cadre,Armoured Interdiction Cadre,,armoured interdiction cadre
92,Gor Half Horn,'PERSON',gor half horn,Gor Half-Horn,,gor half-horn
88,Loyalist Space Marine Chapters,'ORG',loyalist space marine chapters,List of Space Marine Chapters,,list of space marine chapters
82,the Crimson Libation,'ORG',the crimson libation,Kabal of the Crimson Libation,,kabal of the crimson libation
84,Fortress Monastery,'ORG',fortress monastery,fortress-monasteries,,fortress-monasteries
94,Kill Team,'ORG',kill team,killteam,,killteam
88,Space Marine Chapters,'ORG',space marine chapters,Space Marine Masters,,space marine masters
97,Close Support Squads,'ORG',close support squads,close support squad,,close support squad
97,Fire Support Squads,'ORG',fire support squads,fire support squad,,fire support squad
90,the  Oblivion Knights Centura,'ORG',the oblivion knights centura,Oblivion Knight Centura,,oblivion knight centura
90,Haephestus,'ORG',haephestus,Hephaestus,,hephaestus
94,the  Brotherhood of Singularitarianism,'ORG',the brotherhood of singularitarianism,Brotherhood of Singularitarianism,,brotherhood of singularitarianism
85,Battlefleet   ,'ORG',battlefleet,Battlefleet Sol,,battlefleet sol
88,Legionaries,'NORP',legionaries,Ur-legionaries,,ur-legionaries
89,Ta lab Vita 37,'ORG',ta lab vita 37,Talab Vita-37,,talab vita-37
87,Drop Legion,'ORG',drop legion,Draco Legion,,draco legion
93,Acolyte Hybrid s,'ORG',acolyte hybrid s,Acolyte Hybrid,,acolyte hybrid
86,Biophagus es,'PERSON',biophagus es,Biophagus,,biophagus
97,The Brotherhood Genestealer Cult,'ORG',the brotherhood genestealer cult,The Brotherhood (Genestealer Cult),,the brotherhood (genestealer cult)
90,the Paths of the Eldar,'ORG',the paths of the eldar,Paths of the Eldar,,paths of the eldar
93,Lasgun s,'ORG',lasgun s,lasguns,,lasguns
83,the  Armageddon  ,'LOC',the armageddon,Epic Armageddon,,epic armageddon
87,Kill Team Game,'ORG',kill team game,Kill-Team (Game),,kill-team (game)
86,the  Eternal Crusader,'ORG',the eternal crusader,Eternal Crusade,,eternal crusade
88,Ke lshan,'PERSON',ke lshan,Ke’lshan,,ke’lshan
88,the Sentinel Sector,'LOC',the sentinel sector,Sentinel Sector,,sentinel sector
89,Imperial Guard s,'ORG',imperial guard s,Imperial Guard Scout,,imperial guard scout
91,the Elutrian Confederacy,'ORG',the elutrian confederacy,Elutrian Confederacy,,elutrian confederacy
88,the  Breaking Yards,'LOC',the breaking yards,Breaking Yards,,breaking yards
87,The  Perfidian Gap,'LOC',the perfidian gap,Perfidian Gap,,perfidian gap
86,the   Imperialis Auxilia,'ORG',the  imperialis auxilia,Imperialis Auxillia,,imperialis auxillia
94,Cryptoisi,'NORP',cryptoisi,Cryptosi,,cryptosi
86,the Maynarkh Dynasty,'ORG',the maynarkh dynasty,Maynark Dynasty,,maynark dynasty
84,the Headhunter Kill Teams,'ORG',the headhunter kill teams,Headhunter Kill-team,,headhunter kill-team
94,Tzen char,'PERSON',tzen char,Tzenchar,,tzenchar
92,Bronta Median,'PERSON',bronta median,Bronta-Median,,bronta-median
86,Icon Bearer,'PERSON',icon bearer,Ion Beamer,,ion beamer
89,the  Disciples of Be lakor,'ORG',the disciples of be lakor,Disciples of Belakor,,disciples of belakor
81,Ichar System,'ORG',ichar system,Charadon System,,charadon system
82,Guardian of the Portal,'PERSON',guardian of the portal,Guardian of the Dragon,,guardian of the dragon
88,Battle of Armatura,'PERSON',battle of armatura,Battle of Amarah,,battle of amarah
95,Sixty Three Nineteen,'ORG',sixty three nineteen,Sixty-Three Nineteen,,sixty-three nineteen
86,Atreus,'PERSON',atreus,Astraeus,,astraeus
84,Ghazghkull Mag Uruk Thraka s,'ORG',ghazghkull mag uruk thraka s,Warlord Ghazghkull Mag Uruk Thraka,,warlord ghazghkull mag uruk thraka
89,the  Caligari Conclave,'ORG',the caligari conclave,Caligari Conclave,,caligari conclave
90,the Belis Corona System,'ORG',the belis corona system,Belis Corona System,,belis corona system
93,Sergeant Space Marine,'ORG',sergeant space marine,Sergeant (Space Marines),,sergeant (space marines)
81,Engine of War,'PERSON',engine of war,Engine of Pain,,engine of pain
83,Grukk Face Rippa,'PERSON',grukk face rippa,Grukk the Face-rippa,,grukk the face-rippa
88,the  Storlar Sector,'LOC',the storlar sector,Storlar Sector,,storlar sector
97,Knights Gallant,'PERSON',knights gallant,Knight Gallant,,knight gallant
96,Cerastus Knight Castigator,'PERSON',cerastus knight castigator,Cerastus Knight-Castigator,,cerastus knight-castigator
96,Dragon s End,'LOC',dragon s end,Dragons End,,dragons end
82,Cerastus Knights,'NORP',cerastus knights,Cerastus Knight-Atrapos,,cerastus knight-atrapos
97,Serena D Angelus,'PERSON',serena d angelus,Serena dAngelus,,serena dangelus
83,Wych es,'NORP',wych es,Wychs,,wychs
97,Vaxhallian Genocide,'NORP',vaxhallian genocide,Vaxhallan Genocide,,vaxhallan genocide
86,the Broken Sigil,'ORG',the broken sigil,Broken Sigil,,broken sigil
93,Exactus Tertius    ,'LOC',exactus tertius,Exactis Tertius,,exactis tertius
86,the Vile Savants,'ORG',the vile savants,Vile Savants,,vile savants
81,Cerastus Knight,'PERSON',cerastus knight,Cerastus-Lander Knight,,cerastus-lander knight
82,Ka Bandha,'PERSON',ka bandha,KaBhanda,,kabhanda
92,Sentor Jool  s,'PERSON',sentor jool s,Sentor Jool,,sentor jool
82,The Last Wall,'PERSON',the last wall,Last Wall,,last wall
81,the Great Crusade,'ORG',the great crusade,The Declates Crusade,,the declates crusade
84,the  Margin Crusade,'ORG',the margin crusade,The Empyrion Crusade,,the empyrion crusade
98,The Purging of Centrati s Eye,'PERSON',the purging of centrati s eye,The Purging of Centratis Eye,,the purging of centratis eye
84,the Penitent Crusades,'ORG',the penitent crusades,The Punishment Crusade,,the punishment crusade
85,the Crusader,'ORG',the crusader,Thetus Crusade,,thetus crusade
89,the Sons of Grimaldus,'ORG',the sons of grimaldus,Sons of Grimaldus,,sons of grimaldus
81,the Donorian Sector,'LOC',the donorian sector,Donian Sector,,donian sector
86,the Imperial Fists 1st Company,'ORG',the imperial fists 1st company,Imperial Fists 8th Company,,imperial fists 8th company
86,the   Hollow Mountain,'LOC',the  hollow mountain,Hollow Mountain,,hollow mountain
93,the Chamber of the Astronomican,'ORG',the chamber of the astronomican,Chamber of the Astronomican,,chamber of the astronomican
87,the  Tabula Myriad,'ORG',the tabula myriad,Tabula Myriad,,tabula myriad
84,Hieroneyum,'PERSON',hieroneyum,Hieronyma,,hieronyma
92,Irad Cleanser,'PERSON',irad cleanser,Rad Cleaner,,rad cleaner
88,Irad Cleanser,'PERSON',irad cleanser,Rad-Cleanser,,rad-cleanser
84,Boodlords,'NORP',boodlords,Brood Lord,,brood lord
88,Merchant Cartels,'ORG',merchant cartels,Merchant Charter,,merchant charter
86,Master of Arms,'PERSON',master of arms,Master at Arms,,master at arms
84,the Missionaria Galaxia,'ORG',the missionaria galaxia,Missionarius Galaxia,,missionarius galaxia
85,The Gauntlet,'PERSON',the gauntlet,Helix Gauntlet,,helix gauntlet
85,the Priest of  Mars,'PERSON',the priest of mars,Priests of Mars,,priests of mars
88,The Spheres of Expansion,'PERSON',the spheres of expansion,Fourth Sphere of Expansion,,fourth sphere of expansion
83,the Terror Squads,'ORG',the terror squads,Terror Squad,,terror squad
84,the Shadow Killers,'ORG',the shadow killers,Shadow Killer,,shadow killer
89,Judiciary,'ORG',judiciary,Judiciars,,judiciars
82,ron Hands,'PERSON',ron hands,Crimson Hands,,crimson hands
91,Vasha,'PERSON',vasha,Vashya,,vashya
88,44th Lavrentian Hussars,'ORG',44th lavrentian hussars,Lavrentian Hussars,,lavrentian hussars
81,Kataran Spears,'NORP',kataran spears,Astral Spears,,astral spears
94,a  Torchbearer Fleet,'ORG',a torchbearer fleet,Torchbearer Fleet,,torchbearer fleet
88,The Blazoned Legion,'ORG',the blazoned legion,Blazoned Legion,,blazoned legion
87,The Dark Templars,'ORG',the dark templars,Dark Templars,,dark templars
83,The Hunters,'PERSON',the hunters,Death Hunters,,death hunters
83,The  Knights,'ORG',the knights,Death Knights,,death knights
82,Dictates,'ORG',dictates,Dictators,,dictators
81,Ember Wolves,'NORP',ember wolves,Emperors Wolves,,emperors wolves
85,the Emperor s Wrath,'PERSON',the emperor s wrath,Emperors Wrath,,emperors wrath
82,Exocoriators,'ORG',exocoriators,Execrators,,execrators
88,The Golden Gryphons,'ORG',the golden gryphons,Golden Gryphons,,golden gryphons
86,The  Golden Halos,'ORG',the golden halos,Golden Halos,,golden halos
81,Imperial Titan Legions,'ORG',imperial titan legions,Imperial Talons,,imperial talons
87,The Iron Scepters,'ORG',the iron scepters,Iron Scepters,,iron scepters
82,The Marines Errant,'ORG',the marines errant,Marines Errantor,,marines errantor
92,Scintil Novax,'PERSON',scintil novax,Scintil-Novax,,scintil-novax
82,Idolators,'PERSON',idolators,Oblators,,oblators
82,Retribution,'ORG',retribution,Retributors,,retributors
82,the  Mantis,'PERSON',the mantis,The Remnants,,the remnants
82,Torment,'ORG',torment,Tormentors,,tormentors
91,The Venerators of Osiron,'PERSON',the venerators of osiron,Venerators of Osiron,,venerators of osiron
86,the  Sentinels,'PERSON',the sentinels,White Sentinels,,white sentinels
83,erian,'NORP',erian,Eritaen,,eritaen
92,the Space Wolves  Dreadnought,'ORG',the space wolves dreadnought,Space Wolves Dreadnought,,space wolves dreadnought
82,Mortis Dreadnoughts,'PERSON',mortis dreadnoughts,Brutalis Dreadnought,,brutalis dreadnought
84,Titus Dreadnought,'PERSON',titus dreadnought,Ballistus Dreadnought,,ballistus dreadnought
91,an Exalted Champion,'PERSON',an exalted champion,Exalted Champion,,exalted champion
94,Ax senaea,'PERSON',ax senaea,Axsenaea,,axsenaea
97,Uraka Az baramael,'PERSON',uraka az baramael,Uraka Azbaramael,,uraka azbaramael
93,Vor hakk,'PERSON',vor hakk,Vorhakk,,vorhakk
84,Corruptor,'PERSON',corruptor,corruption,,corruption
85,A Legacy of Betrayal,'PERSON',a legacy of betrayal,Legacies of Betrayal,,legacies of betrayal
91,Junkas,'PERSON',junkas,Junka,,junka
83,Aldrim,'PERSON',aldrim,Cadrim,,cadrim
81,Fighta Bommer z,'PERSON',fighta bommer z,Fighta Bomma,,fighta bomma
88,the  Penumbral Spike,'LOC',the penumbral spike,Penumbral Spike,,penumbral spike
97,Freeblade Knights,'ORG',freeblade knights,Freeblade Knight,,freeblade knight
81,the Red Waaagh!,'ORG',the red waaagh!,Red WAAAAGH!,,red waaaagh!
85,Isle Velemestrin,'LOC',isle velemestrin,House Velemestrin,,house velemestrin
83,Blast!,'ORG',blast!,Blasta,,blasta
89,The Angels of Caliban,'PERSON',the angels of caliban,Angels of Caliban,,angels of caliban
94,Corax Anthology,'ORG',corax anthology,Corax (Anthology),,corax (anthology)
81,the Crimson King s,'PERSON',the crimson king s,The Crimson King (Novel),,the crimson king (novel)
97,Heralds of the Siege Anthology,'ORG',heralds of the siege anthology,Heralds of the Siege (Anthology),,heralds of the siege (anthology)
83,Silent Warrior,'PERSON',silent warrior,Silent War,,silent war
84,The Seventy seventy,'ORG',the seventy seventy,The Seventh Serpent,,the seventh serpent
82,Black Cull,'ORG',black cull,Black Oculus,,black oculus
83,The  Honoured Sons,'ORG',the honoured sons,The Honoured,,the honoured
83,the  Burden,'PERSON',the burden,The Unburdened,,the unburdened
90,Archea System,'ORG',archea system,Charchera System,,charchera system
89,the  Librarius Project,'ORG',the librarius project,Librarius Project,,librarius project
88,the Taras Division,'ORG',the taras division,Taras Division,,taras division
81,The Razing of Prospero,'PERSON',the razing of prospero,The Razing of Prospero (Omnibus),,the razing of prospero (omnibus)
96,Army of One Short Story,'ORG',army of one short story,Army of One (Short Story),,army of one (short story)
85,the  Ardent Reef,'LOC',the ardent reef,Ardent Reef,,ardent reef
83,XIII Legions,'ORG',xiii legions,XIIth Legion,,xiith legion
89,the Master of Mankind,'PERSON',the master of mankind,Master of Mankind,,master of mankind
81,Laurel of Endurance,'PERSON',laurel of endurance,Laurel of Defiance,,laurel of defiance
93,Butcher s Nails,'ORG',butcher s nails,Butcher’s Nails,,butcher’s nails
83,Aschen,'NORP',aschen,Atshen,,atshen
83,Rakhar,'PERSON',rakhar,Dakhar,,dakhar
88,the  Dhormet System,'LOC',the dhormet system,Dhormet System,,dhormet system
93,D sandri,'LOC',d sandri,Dsandri,,dsandri
96,Gendal s Reach,'LOC',gendal s reach,Gendals Reach,,gendals reach
89,the  Sevensuns System,'LOC',the sevensuns system,Sevensuns System,,sevensuns system
89,Arabella,'PERSON',arabella,Acrabellar,,acrabellar
92,Amadeo,'PERSON',amadeo,Amadeno,,amadeno
84,Gallimius,'LOC',gallimius,Gallimatus,,gallimatus
83,Antar,'LOC',antar,Antargo,,antargo
88,Raphaenus,'PERSON',raphaenus,Raphaen,,raphaen
81,Glaives Encarmine,'ORG',glaives encarmine,Blade Encarmine,,blade encarmine
89,The Children of Blain,'PERSON',the children of blain,Children of Blain,,children of blain
90,the  Brethren of Mystery,'ORG',the brethren of mystery,Brethren of Mystery,,brethren of mystery
83,Markos,'PERSON',markos,Markog,,markog
81,Battle of Radnar,'PERSON',battle of radnar,Battle of Manask,,battle of manask
96,Knights of Blood Warband,'PERSON',knights of blood warband,Knights of Blood (Warband),,knights of blood (warband)
89,Purifiers,'NORP',purifiers,Putrifier,,putrifier
87,The Skull Harvest,'ORG',the skull harvest,Skull Harvest,,skull harvest
83,Disciples of Purity,'ORG',disciples of purity,Disciples of Ruin,,disciples of ruin
82,Harlequin s.,'PERSON',harlequin s.,Harelquins,,harelquins
84,Inquisitorial,'NORP',inquisitorial,Inquisitorial Seal,,inquisitorial seal
86,Morbidia      ,'ORG',morbidia,Mordia,,mordia
87,The Well of Night,'LOC',the well of night,Well of Night,,well of night
87,World Sector,'LOC',world sector,Lord Sector,,lord sector
83,the  Halo Zones,'LOC',the halo zones,Halo Zones,,halo zones
94,the  Holy Orders of the Emperor s Inquisition,'ORG',the holy orders of the emperor s inquisition,Holy Orders of the Emperors Inquisition,,holy orders of the emperors inquisition
85,the  Sunstorm Squadron s,'ORG',the sunstorm squadron s,Sunstorm Squadron,,sunstorm squadron
83,Espandorians,'NORP',espandorians,Spinedorians,,spinedorians
90,Snakebite,'NORP',snakebite,Snake-Bites,,snake-bites
85,Kustom Boosta,'PERSON',kustom boosta,Kustom Shoota,,kustom shoota
94,Bullyboyz,'PERSON',bullyboyz,Bullyboy,,bullyboy
95,Gork s Grin,'PERSON',gork s grin,Gorks Grin,,gorks grin
82,Imperial Architecture Imperial,'ORG',imperial architecture imperial,Imperial Architecture,,imperial architecture
90,the Tyrant of Blueflame,'PERSON',the tyrant of blueflame,Tyrant of Blueflame,,tyrant of blueflame
81,Tauros Venator,'ORG',tauros venator,Krios Venator,,krios venator
94,a Magister Templi,'PERSON',a magister templi,Magister Templi,,magister templi
92,The Shattering of Lugganath,'PERSON',the shattering of lugganath,Shattering of Lugganath,,shattering of lugganath
91,the  Moebian 6th Regiment,'ORG',the moebian 6th regiment,Moebian 6th Regiment,,moebian 6th regiment
94,Bubonicus Planet  ,'LOC',bubonicus planet, Bubonicus (Planet),,bubonicus (planet)
82,Construction  ,'ORG',construction,Contrition,,contrition
86,the Frozen Heart,'LOC',the frozen heart,Frozen Heart,,frozen heart
96,Mk lrathirix,'PERSON',mk lrathirix,Mklrathirix,,mklrathirix
96,Vangash hagash,'PERSON',vangash hagash,Vangashhagash,,vangashhagash
92,Ss ll Sh Karr,'PERSON',ss ll sh karr,Ssll ShKarr,,ssll shkarr
96,Elyssar sirath,'PERSON',elyssar sirath,Elyssarsirath,,elyssarsirath
90,the  Behemoid Undercult,'ORG',the behemoid undercult,Behemoid Undercult,,behemoid undercult
82,the Kabal of the Severed Hope,'ORG',the kabal of the severed hope,Kabal of the Severed,,kabal of the severed
82,the Shuddering Blade,'ORG',the shuddering blade,Kabal of the Shuddering Blade,,kabal of the shuddering blade
83,the Thirteenth Whisper,'ORG',the thirteenth whisper,Kabal of the Thirteenth Whisper,,kabal of the thirteenth whisper
85,the Wych Cult of the Wrath Unbound,'ORG',the wych cult of the wrath unbound,Cult of the Wrath Unbound,,cult of the wrath unbound
86,Ritual of the Black Blade,'PERSON',ritual of the black blade,Kabal of the Black Blade,,kabal of the black blade
92,the Kabal of the Black Sun,'PERSON',the kabal of the black sun,Kabal of the Black Sun,,kabal of the black sun
88,The Plague of Glass,'PERSON',the plague of glass,Plague of Glass,,plague of glass
92,The Kabal of the Crimson Serpent,'PERSON',the kabal of the crimson serpent,Kabal of the Crimson Serpents,,kabal of the crimson serpents
85,the  Calixis Sector,'LOC',the calixis sector,Calixis  Sector,,calixis  sector
92,Vorl Xoelanth,'PERSON',vorl xoelanth,Vorl-Xoelanth,,vorl-xoelanth
93,The Kabal of the Falling Moon,'PERSON',the kabal of the falling moon,Kabal of the Falling Moon,,kabal of the falling moon
