Spacy_entity,Spacy_tag,clean_entities,Wiki_entity,Wiki_tag
Battlefleet Bakka,'ORG',battlefleet bakka,Battlefleet Bakka,
Ultramarines 1st Company,'ORG',ultramarines 1st company,Ultramarines 1st Company,
Mycetic Spore,'LOC',mycetic spore,Mycetic Spore,
Tyranid Warrior,'PERSON',tyranid warrior,Tyranid Warrior,
Legio Praetor,'ORG',legio praetor,Legio Praetor,
Legion Outrider Squad,'ORG',legion outrider squad,Legion Outrider Squad,
Zacharias Kersh,'PERSON',zacharias kersh,Zacharias Kersh,
Ultramar Defence Auxilia,'ORG',ultramar defence auxilia,Ultramar Defence Auxilia,
Baran Siege Masters,'ORG',baran siege masters,Baran Siege Masters,
Aspect Warrior,'PERSON',aspect warrior,Aspect Warrior,
Zandros,'LOC',zandros,Zandros,
Phoenix,'PERSON',phoenix,Phoenix,
Asurya,'NORP',asurya,Asurya,
Klaivex,'PERSON',klaivex,Klaivex,
Kyriss the Perverse,'PERSON',kyriss the perverse,Kyriss the Perverse,
IX Legion,'ORG',ix legion,IX Legion,
Athene DuCade,'PERSON',athene ducade,Athene DuCade,
Daemon Worlds,'LOC',daemon worlds,Daemon Worlds,
Ragnarork,'PERSON',ragnarork,Ragnarork,
Meros,'PERSON',meros,Meros,
Rafen,'PERSON',rafen,Rafen,
Tagas,'PERSON',tagas,Tagas,
Mkani Kano,'PERSON',mkani kano,Mkani Kano,
Koris,'PERSON',koris,Koris,
Sabien,'PERSON',sabien,Sabien,
Malfallax,'PERSON',malfallax,Malfallax,
Ramius Stele,'PERSON',ramius stele,Ramius Stele,
Cybele,'ORG',cybele,Cybele,
Enumerations,'LOC',enumerations,Enumerations,
Bequa Kynska,'PERSON',bequa kynska,Bequa Kynska,
La Fenice,'PERSON',la fenice, La Fenice,
Heinrich Bale,'PERSON',heinrich bale,Heinrich Bale,
Nisha Andrasta,'PERSON',nisha andrasta,Nisha Andrasta,
Dorhai   ,'PERSON',dorhai,Dorhai,
Ghosthelm,'PERSON',ghosthelm,ghosthelm,
Howling Banshees,'PERSON',howling banshees,Howling Banshees,
Telennar    ,'PERSON',telennar,Telennar,
Caelec,'PERSON',caelec,Caelec,
Cobra,'PERSON',cobra,Cobra,
Dark Reaper,'PERSON',dark reaper,Dark Reaper,
Path of the Outcast,'ORG',path of the outcast,Path of the Outcast,
Altansar,'LOC',altansar,Altansar,
Shadow Spectres   ,'ORG',shadow spectres,Shadow Spectres,
Wraithblade,'PERSON',wraithblade,Wraithblade,
Monthax,'LOC',monthax,Monthax,
Dire Avengers,'ORG',dire avengers,Dire Avengers,
Coheria,'LOC',coheria,Coheria,
Ulthanesh,'PERSON',ulthanesh,Ulthanesh,
Fall of the Aeldari,'PERSON',fall of the aeldari,Fall of the Aeldari,
Ogrys,'LOC',ogrys,Ogrys,
Aringhe    ,'PERSON',aringhe,Aringhe,
Phoenix Lord,'PERSON',phoenix lord,Phoenix Lord,
Hoec,'PERSON',hoec,Hoec,
Maedrax,'PERSON',maedrax,Maedrax,
Muirgaythh,'PERSON',muirgaythh,Muirgaythh,
Eldar Titans,'ORG',eldar titans,Eldar Titans,
Aeldari Empire,'ORG',aeldari empire,Aeldari Empire,
Glaive,'PERSON',glaive,Glaive,
Moribar,'LOC',moribar,Moribar,
Keylekid,'PERSON',keylekid,Keylekid,
Laurie Goulding,'PERSON',laurie goulding,Laurie Goulding,
Adrian Smith,'PERSON',adrian smith,Adrian Smith,
Bell of Lost Souls,'ORG',bell of lost souls,Bell of Lost Souls,
Chronostrife,'PERSON',chronostrife,Chronostrife,
Bastian Caius   ,'PERSON',bastian caius,Bastian Caius,
Khorak,'PERSON',khorak,Khorak,
Vermanus Cybus,'PERSON',vermanus cybus,Vermanus Cybus,
Rylanor,'PERSON',rylanor,Rylanor,
Erasmus Ruuman,'PERSON',erasmus ruuman,Erasmus Ruuman,
Septus Thoic,'PERSON',septus thoic,Septus Thoic,
Ignatius Numen,'PERSON',ignatius numen,Ignatius Numen,
Frater Thamatica,'PERSON',frater thamatica,Frater Thamatica,
Noise Marines,'ORG',noise marines,Noise Marines,
Hattusa,'LOC',hattusa,Hattusa,
Icefang,'ORG',icefang,Icefang,
Kruxor Stavro,'PERSON',kruxor stavro,Kruxor Stavro,
Holdfast,'PERSON',holdfast,Holdfast,
Sons of Damnation,'ORG',sons of damnation,Sons of Damnation,
Sektoth,'ORG',sektoth,Sektoth,
Flesh Hound,'PERSON',flesh hound,Flesh Hound,
Changecaster,'PERSON',changecaster,Changecaster,
Khulzar,'PERSON',khulzar,Khulzar,
Screaming Vortex,'LOC',screaming vortex,Screaming Vortex,
Daemonic Beast,'PERSON',daemonic beast,Daemonic Beast,
Omegath,'LOC',omegath,Omegath,
Clash of Champions,'PERSON',clash of champions,Clash of Champions,
Obliterators,'NORP',obliterators,Obliterators,
Herald of Tzeentch,'ORG',herald of tzeentch,Herald of Tzeentch,
Poxbringer,'PERSON',poxbringer,Poxbringer,
Vigrid,'LOC',vigrid,Vigrid,
Amalgrimm,'ORG',amalgrimm,Amalgrimm,
Scintillating Legions,'ORG',scintillating legions,Scintillating Legions,
Fateskimmer,'PERSON',fateskimmer,Fateskimmer,
Lesser Daemon,'PERSON',lesser daemon,Lesser Daemon,
Time of Ending,'PERSON',time of ending,Time of Ending,
Khornate Berserkers,'ORG',khornate berserkers,Khornate Berserkers,
Arkhor,'PERSON',arkhor,Arkhor,
Nachmund Gauntlet,'LOC',nachmund gauntlet,Nachmund Gauntlet,
Praetorian Servitor,'ORG',praetorian servitor,Praetorian Servitor,
Daemon Knight,'PERSON',daemon knight,Daemon Knight,
Callidus Temple,'ORG',callidus temple,Callidus Temple,
Drohl,'PERSON',drohl,Drohl,
Terathalion,'LOC',terathalion,Terathalion,
Shenlong,'PERSON',shenlong,Shenlong,
Plague Planet,'ORG',plague planet,Plague Planet,
Plague Guard,'ORG',plague guard,Plague Guard,
Cadian Pylon,'LOC',cadian pylon,Cadian Pylon,
Gethsemane,'LOC',gethsemane,Gethsemane,
Blackstone,'ORG',blackstone,blackstone,
Stranivar,'LOC',stranivar,Stranivar,
Cornelius Ravensburg,'PERSON',cornelius ravensburg,Cornelius Ravensburg,
Savaven,'LOC',savaven,Savaven,
Leoten Semper,'PERSON',leoten semper,Leoten Semper,
Renegade Chapters,'ORG',renegade chapters,Renegade Chapters,
8th Black Crusade,'PERSON',8th black crusade,8th Black Crusade,
Maxim Borusa,'PERSON',maxim borusa,Maxim Borusa,
Cornelius von Ravensburg,'PERSON',cornelius von ravensburg,Cornelius von Ravensburg,
Erwin Ramas,'PERSON',erwin ramas,Erwin Ramas,
Hito Ulanti,'PERSON',hito ulanti,Hito Ulanti,
Contagion,'ORG',contagion,Contagion,
Athanwe Illunivar,'PERSON',athanwe illunivar,Athanwe Illunivar,
85th Vendoland,'ORG',85th vendoland,85th Vendoland,
Enothis,'NORP',enothis,Enothis,
Havoc,'ORG',havoc,Havoc,
Borusa,'PERSON',borusa,Borusa,
Faithless,'ORG',faithless,Faithless,
Bethalmae,'LOC',bethalmae,Bethalmae,
Betalis IV,'LOC',betalis iv,Betalis IV,
Hestaphus Danzk,'PERSON',hestaphus danzk,Hestaphus Danzk,
Talis Munus Sector,'LOC',talis munus sector,Talis Munus Sector,
Intercessor Squad,'ORG',intercessor squad,Intercessor Squad,
Custodian Armour,'PERSON',custodian armour,Custodian Armour,
Eliminator Squad,'ORG',eliminator squad,Eliminator Squad,
Aegis Armour,'ORG',aegis armour,Aegis Armour,
Assault Intercessor Squad,'ORG',assault intercessor squad,Assault Intercessor Squad,
Rune Priests,'PERSON',rune priests,Rune Priests,
Vanguard Space Marine,'ORG',vanguard space marine,Vanguard Space Marine,
Vratine Armour,'PERSON',vratine armour,Vratine Armour,
Desolation Squad,'ORG',desolation squad,Desolation Squad,
Tollguard,'PERSON',tollguard,Tollguard,
Gothax,'PERSON',gothax,Gothax,
Blightspawn,'PERSON',blightspawn,Blightspawn,
Decavitum,'ORG',decavitum,Decavitum,
Khorne Daemonkin,'PERSON',khorne daemonkin,Khorne Daemonkin,
Greater Possessed,'PERSON',greater possessed,Greater Possessed,
Vinyard,'PERSON',vinyard,Vinyard,
Red Angel,'PERSON',red angel,Red Angel,
Red Thirst,'PERSON',red thirst,Red Thirst,
Arcturan Dragoons,'ORG',arcturan dragoons,Arcturan Dragoons,
Imperial Knights,'ORG',imperial knights,Imperial Knights,
Ouranti Draks,'PERSON',ouranti draks,Ouranti Draks,
Arkhas Fal,'PERSON',arkhas fal,Arkhas Fal,
Lascal,'LOC',lascal,Lascal,
Signus Campaign,'ORG',signus campaign,Signus Campaign,
Teng Namitjira,'PERSON',teng namitjira,Teng Namitjira,
Rogue Trader Militant,'ORG',rogue trader militant,Rogue Trader Militant,
Grey Death,'PERSON',grey death,Grey Death,
Oliensis,'LOC',oliensis,Oliensis,
Valadrak,'LOC',valadrak,Valadrak,
Dark Hands,'ORG',dark hands,Dark Hands,
Vexcarnel the Blue,'PERSON',vexcarnel the blue,Vexcarnel the Blue,
Empyric,'NORP',empyric,empyric,
Haruspex,'ORG',haruspex,Haruspex,
The Fractured,'ORG',the fractured,The Fractured,
Luther Mcintyre,'PERSON',luther mcintyre,Luther Mcintyre,
Karlaen,'PERSON',karlaen,Karlaen,
Grael Noctua   ,'PERSON',grael noctua,Grael Noctua,
Ruinous Powers,'ORG',ruinous powers,Ruinous Powers,
Catulan Reavers,'PERSON',catulan reavers,Catulan Reavers,
Catulan Reaver   ,'ORG',catulan reaver,Catulan Reaver,
Storm Eagle,'ORG',storm eagle,Storm Eagle,
Byzant Janizars,'NORP',byzant janizars,Byzant Janizars,
Verulam Moy,'PERSON',verulam moy,Verulam Moy,
Luc Sedirae,'PERSON',luc sedirae,Luc Sedirae,
Taloc Thorne,'PERSON',taloc thorne,Taloc Thorne,
Chosen of Nemeroth,'ORG',chosen of nemeroth,Chosen of Nemeroth,
Black Ship,'ORG',black ship,Black Ship,
Questora,'PERSON',questora,Questora,
Thessaly Nortor,'PERSON',thessaly nortor,Thessaly Nortor,
Pursuer,'ORG',pursuer,Pursuer,
Execution Blade,'ORG',execution blade,Execution Blade,
Chamber of Judgement,'ORG',chamber of judgement,Chamber of Judgement,
Aphone,'PERSON',aphone,Aphone,
Chamber of Oblivion,'ORG',chamber of oblivion,Chamber of Oblivion,
Knights Abyssal,'ORG',knights abyssal,Knights Abyssal,
Nemesis Praxia,'PERSON',nemesis praxia,Nemesis Praxia,
Bellas,'PERSON',bellas,Bellas,
Firebrand,'ORG',firebrand,Firebrand,
Prosecutor Squad,'ORG',prosecutor squad,Prosecutor Squad,
Emrilia Herkaaze,'PERSON',emrilia herkaaze,Emrilia Herkaaze,
Divisio Astra Telepathica,'ORG',divisio astra telepathica,Divisio Astra Telepathica,
Pentacanaes,'NORP',pentacanaes,Pentacanaes,
Tanau Aleya,'PERSON',tanau aleya,Tanau Aleya,
Expurgator,'PERSON',expurgator,Expurgator,
Tithe,'PERSON',tithe,tithe,
Proxima Majoris,'NORP',proxima majoris,Proxima Majoris,
Vigilator,'ORG',vigilator,Vigilator,
Aquilai Astra,'PERSON',aquilai astra,Aquilai Astra,
Charnabal Sabre,'ORG',charnabal sabre,Charnabal Sabre,
Mistress of the Black Ships,'PERSON',mistress of the black ships,Mistress of the Black Ships,
Excrutiatus,'ORG',excrutiatus,Excrutiatus,
Knight Centura,'PERSON',knight centura,Knight Centura,
Leilani Mollitas,'PERSON',leilani mollitas,Leilani Mollitas,
Warphead,'PERSON',warphead,Warphead,
Knight Abyssal,'PERSON',knight abyssal,Knight Abyssal,
Battlegroup Macharius,'ORG',battlegroup macharius,Battlegroup Macharius,
Varonika Sulath,'PERSON',varonika sulath,Varonika Sulath,
Celia Harroda,'PERSON',celia harroda,Celia Harroda,
Sanctioner,'ORG',sanctioner,Sanctioner,
Ebon Naroda,'PERSON',ebon naroda,Ebon Naroda,
Knights Centura,'ORG',knights centura,Knights Centura,
Oblivion Knights,'ORG',oblivion knights,Oblivion Knights,
Prophets of Mercury,'ORG',prophets of mercury,Prophets of Mercury,
Gehöft,'LOC',gehöft,Gehöft,
Paramyx,'PERSON',paramyx,Paramyx,
Calleb Decima,'PERSON',calleb decima,Calleb Decima,
Serpent Lodge,'ORG',serpent lodge,Serpent Lodge,
Durak Rask,'PERSON',durak rask,Durak Rask,
Officio Militaris,'ORG',officio militaris,Officio Militaris,
Dwimlicht,'LOC',dwimlicht,Dwimlicht,
Acreage,'LOC',acreage,Acreage,
Shrine Worlds,'LOC',shrine worlds,Shrine Worlds,
Hector Thrane,'PERSON',hector thrane,Hector Thrane,
Muspel,'PERSON',muspel,Muspel,
Host of Wind,'ORG',host of wind,Host of Wind,
Ravenwing Dark Talon,'ORG',ravenwing dark talon,Ravenwing Dark Talon,
Aloceri,'PERSON',aloceri,Aloceri,
Kimmeria,'LOC',kimmeria,Kimmeria,
Miriya,'PERSON',miriya,Miriya,
Watchers in the Dark,'ORG',watchers in the dark,Watchers in the Dark,
Paternova,'PERSON',paternova,Paternova,
Arenos Karlaen,'PERSON',arenos karlaen,Arenos Karlaen,
Daenor,'PERSON',daenor,Daenor,
Tartoros,'LOC',tartoros,Tartoros,
Calistarius,'PERSON',calistarius,Calistarius,
Astorath the Grim,'PERSON',astorath the grim,Astorath the Grim,
Clamorga,'LOC',clamorga,Clamorga,
Lemartes,'PERSON',lemartes,Lemartes,
Aerati Lamentarios,'PERSON',aerati lamentarios,Aerati Lamentarios,
Arophan,'PERSON',arophan,Arophan,
Carnarvon    ,'PERSON',carnarvon,Carnarvon,
Baal Primus,'LOC',baal primus,Baal Primus,
Cohran Hursula,'PERSON',cohran hursula,Cohran Hursula,
Adreen,'PERSON',adreen,Adreen,
Ossian,'NORP',ossian,Ossian,
Bolam Haardiker,'PERSON',bolam haardiker,Bolam Haardiker,
Sidat Yaseen Tharcher,'PERSON',sidat yaseen tharcher,Sidat Yaseen Tharcher,
Kelsi Demidov,'PERSON',kelsi demidov,Kelsi Demidov,
Jemm Marison,'PERSON',jemm marison,Jemm Marison,
Tabor Ludovicia,'PERSON',tabor ludovicia,Tabor Ludovicia,
Simion Pentasian     ,'PERSON',simion pentasian,Simion Pentasian,
Harr Rantal,'PERSON',harr rantal,Harr Rantal,
Lazarus Drake,'PERSON',lazarus drake,Lazarus Drake,
The Broken,'ORG',the broken,The Broken,
Devastator Marine,'ORG',devastator marine,Devastator Marine,
Broken,'ORG',broken,Broken,
Brothers of Livos,'ORG',brothers of livos,Brothers of Livos,
Fire Reavers,'ORG',fire reavers,Fire Reavers,
Crysos Morturg,'PERSON',crysos morturg,Crysos Morturg,
Autochtinii,'PERSON',autochtinii,Autochtinii,
Auric Saxton,'PERSON',auric saxton,Auric Saxton,
Iddinam,'PERSON',iddinam,Iddinam,
Kakophoni,'PERSON',kakophoni,Kakophoni,
Chimeras,'PERSON',chimeras,Chimeras,
Path of the Warrior,'PERSON',path of the warrior,Path of the Warrior,
Crystal Seers,'LOC',crystal seers,Crystal Seers,
Chiros Sector,'ORG',chiros sector,Chiros Sector,
Gerat System,'ORG',gerat system,Gerat System,
Sybari  ,'ORG',sybari,Sybari,
Spite,'ORG',spite,Spite,
Khirab   ,'ORG',khirab,Khirab,
Pyrathas,'ORG',pyrathas,Pyrathas,
Tactica Imperialis  ,'ORG',tactica imperialis,Tactica Imperialis,
Kieldar,'ORG',kieldar,Kieldar,
Canis Salient,'ORG',canis salient,Canis Salient,
Charon Stars,'ORG',charon stars,Charon Stars,
Mitre Gulf,'ORG',mitre gulf,Mitre Gulf,
Brigannion IV,'ORG',brigannion iv,Brigannion IV,
Karlack,'ORG',karlack,Karlack,
Fortress World,'ORG',fortress world,Fortress World,
Alphos,'ORG',alphos,Alphos,
Mortrex  ,'ORG',mortrex,Mortrex,
Jago,'ORG',jago,Jago,
Shaka VI,'ORG',shaka vi,Shaka VI,
Daemonsword,'PERSON',daemonsword,Daemonsword,
Soulfire Lance,'PERSON',soulfire lance,Soulfire Lance,
Forgewhip,'PERSON',forgewhip,Forgewhip,
Kai Gun,'PERSON',kai gun,Kai Gun,
Messia,'PERSON',messia,Messia,
Brotherhood of the Phoenix,'ORG',brotherhood of the phoenix,Brotherhood of the Phoenix,
Seven Pillared Lodge,'ORG',seven pillared lodge,Seven Pillared Lodge,
Cyrius,'PERSON',cyrius,Cyrius,
Fabricator General,'ORG',fabricator general,Fabricator General,
Centurio Ordinatus,'ORG',centurio ordinatus,Centurio Ordinatus,
Hervara,'LOC',hervara,Hervara,
Ordinatus,'PERSON',ordinatus,Ordinatus,
Remora,'ORG',remora,Remora,
Ursus Claw,'PERSON',ursus claw,Ursus Claw,
House Orhlacc,'ORG',house orhlacc,House Orhlacc,
Command,'ORG',command,command,
Yythe,'PERSON',yythe,Yythe,
Jindarii,'NORP',jindarii,Jindarii,
Golgotha Sector,'LOC',golgotha sector,Golgotha Sector,
Baneblade   ,'ORG',baneblade,Baneblade,
Libarian,'NORP',libarian,Libarian,
Harakoni Warhawks,'ORG',harakoni warhawks,Harakoni Warhawks,
Melamar Secundus,'LOC',melamar secundus,Melamar Secundus,
Ferik Tactical Guard,'ORG',ferik tactical guard,Ferik Tactical Guard,
Jenniker Solam,'PERSON',jenniker solam,Jenniker Solam,
Jenniker Soalm,'PERSON',jenniker soalm,Jenniker Soalm,
Argus Van Auken,'PERSON',argus van auken,Argus Van Auken,
Severin Drask,'PERSON',severin drask,Severin Drask,
Achyllan Prime,'LOC',achyllan prime,Achyllan Prime,
Milky Way,'LOC',milky way,Milky Way,
Merchant Fleet,'ORG',merchant fleet,Merchant Fleet,
Segmentae,'LOC',segmentae,segmentae,
Karthago Sector,'LOC',karthago sector,Karthago Sector,
Sagan III,'LOC',sagan iii,Sagan III,
Vulcanis System,'LOC',vulcanis system,Vulcanis System,
Xenarite,'NORP',xenarite,Xenarite,
Chorus of Eltain,'ORG',chorus of eltain,Chorus of Eltain,
Fists of Olchis,'ORG',fists of olchis,Fists of Olchis,
Voss Prime,'LOC',voss prime,Voss Prime,
Cog Mechanicum,'ORG',cog mechanicum,Cog Mechanicum,
Myrmidon Destructor,'ORG',myrmidon destructor,Myrmidon Destructor,
Nyos Yllithian,'PERSON',nyos yllithian,Nyos Yllithian,
Morr,'PERSON',morr,Morr,
Motley,'PERSON',motley,Motley,
Deathwing Knight  ,'ORG',deathwing knight,Deathwing Knight,
Hume,'PERSON',hume,Hume,
Clan Kaargul,'ORG',clan kaargul,Clan Kaargul,
Lucoryphus,'PERSON',lucoryphus,Lucoryphus,
Mesring,'PERSON',mesring,Mesring,
Ostulus,'PERSON',ostulus,Ostulus,
Tobris Ekharth,'PERSON',tobris ekharth,Tobris Ekharth,
Erekart Veneris Sanguinan Mesring,'PERSON',erekart veneris sanguinan mesring,Erekart Veneris Sanguinan Mesring,
Proletarian Crusade,'ORG',proletarian crusade,Proletarian Crusade,
Lev Tieron,'PERSON',lev tieron,Lev Tieron,
Erekart Mesring,'PERSON',erekart mesring,Erekart Mesring,
Lansung,'PERSON',lansung,Lansung,
Administratrum,'ORG',administratrum,Administratrum,
Orbital Plate,'LOC',orbital plate,Orbital Plate,
Enuncia,'PERSON',enuncia,Enuncia,
Eada Haelfwulf,'PERSON',eada haelfwulf,Eada Haelfwulf,
Catheric,'NORP',catheric,Catheric,
Navid Murza,'PERSON',navid murza,Navid Murza,
Olamic Quietude,'ORG',olamic quietude,Olamic Quietude,
Death Company Dreadnought,'ORG',death company dreadnought,Death Company Dreadnought,
Catachan Devil Squad,'ORG',catachan devil squad,Catachan Devil Squad,
Heavy Bolter,'PERSON',heavy bolter,Heavy Bolter,
Grox,'NORP',grox,Grox,
Barracuda,'ORG',barracuda,Barracuda,
Hammerhead,'ORG',hammerhead,Hammerhead,
Piranha,'ORG',piranha,Piranha,
Swordfish,'ORG',swordfish,Swordfish,
Octavius Rabelaq,'PERSON',octavius rabelaq,Octavius Rabelaq,
Termagant,'NORP',termagant,Termagant,
Enobar Stentonox,'PERSON',enobar stentonox,Enobar Stentonox,
Katanda Stalwarts,'PERSON',katanda stalwarts,Katanda Stalwarts,
Ordo Custodum,'PERSON',ordo custodum,Ordo Custodum,
Lucifer Blacks,'PERSON',lucifer blacks,Lucifer Blacks,
Age of the Dark Imperium,'PERSON',age of the dark imperium,Age of the Dark Imperium,
Great Ocean,'LOC',great ocean,Great Ocean,
Ekra Trez,'PERSON',ekra trez,Ekra Trez,
VIII Legion,'ORG',viii legion,VIII Legion,
Zabriel,'PERSON',zabriel,Zabriel,
Karkasarn,'PERSON',karkasarn,Karkasarn,
Anovel,'PERSON',anovel,Anovel,
Sargon Eregesh,'PERSON',sargon eregesh,Sargon Eregesh,
Baelor,'PERSON',baelor,Baelor,
Camarth,'LOC',camarth,Camarth,
Seraphax,'PERSON',seraphax,Seraphax,
Kaelen,'PERSON',kaelen,Kaelen,
Brigia,'LOC',brigia,Brigia,
Valedor,'PERSON',valedor,Valedor,
Sable,'LOC',sable,Sable,
Vortigern,'PERSON',vortigern,Vortigern,
Mauler,'PERSON',mauler,Mauler,
Merir Astelon,'PERSON',merir astelon,Merir Astelon,
Iskandor Khayon,'PERSON',iskandor khayon,Iskandor Khayon,
The Risen,'PERSON',the risen,The Risen,
Marauder Vigilant,'ORG',marauder vigilant,Marauder Vigilant,
Storm Trooper,'PERSON',storm trooper,Storm Trooper,
Volkite,'NORP',volkite,Volkite,
Sacristan,'NORP',sacristan,Sacristan,
Volkite Veuglaire,'PERSON',volkite veuglaire,Volkite Veuglaire,
Volkite Chieorovile,'PERSON',volkite chieorovile,Volkite Chieorovile,
Chaos Knights,'ORG',chaos knights,Chaos Knights,
Tormaggedon,'ORG',tormaggedon,Tormaggedon,
Orfeo Cassandar,'PERSON',orfeo cassandar,Orfeo Cassandar,
Valentus Dolor,'PERSON',valentus dolor,Valentus Dolor,
Branne Nev,'PERSON',branne nev,Branne Nev,
Ingo Pech  ,'PERSON',ingo pech,Ingo Pech,
Armillus Dynat  ,'PERSON',armillus dynat,Armillus Dynat,
Skaivrok,'PERSON',skaivrok,Skaivrok,
Verus Caspean,'PERSON',verus caspean,Verus Caspean,
Agapito Nev,'PERSON',agapito nev,Agapito Nev,
Caipha Morarg,'PERSON',caipha morarg,Caipha Morarg,
Ogvai Ogvai Helmschrot,'PERSON',ogvai ogvai helmschrot,Ogvai Ogvai Helmschrot,
Swords of Khargoth,'ORG',swords of khargoth,Swords of Khargoth,
Swords of Praesium,'ORG',swords of praesium,Swords of Praesium,
Sons of Gideon,'ORG',sons of gideon,Sons of Gideon,
Sandor Galleas,'PERSON',sandor galleas,Sandor Galleas,
Darklight Weapons,'ORG',darklight weapons,Darklight Weapons,
Devourer,'PERSON',devourer,Devourer,
Devilfish,'ORG',devilfish,Devilfish,
Bakka Triumveron,'LOC',bakka triumveron,Bakka Triumveron,
Mhotep,'PERSON',mhotep,Mhotep,
Saturnine Fleet,'ORG',saturnine fleet,Saturnine Fleet,
Andy Jones,'PERSON',andy jones,Andy Jones,
Evocati,'ORG',evocati,Evocati,
Forge Lord,'PERSON',forge lord,Forge Lord,
Legion Vigilator,'PERSON',legion vigilator,Legion Vigilator,
Siege Breaker,'PERSON',siege breaker,Siege Breaker,
Primus Medicae,'PERSON',primus medicae,Primus Medicae,
Legion Delegatus,'PERSON',legion delegatus,Legion Delegatus,
Hunting Lance,'PERSON',hunting lance,Hunting Lance,
Rough Rider,'ORG',rough rider,Rough Rider,
Severan Dominate,'NORP',severan dominate,Severan Dominate,
Luggnum Sewer Rats,'ORG',luggnum sewer rats,Luggnum Sewer Rats,
Marru,'PERSON',marru,Marru,
Kashann,'PERSON',kashann,Kashann,
Ursir,'NORP',ursir,Ursir,
Krieg Steed,'PERSON',krieg steed,Krieg Steed,
Triath Sector,'LOC',triath sector,Triath Sector,
Phall System,'LOC',phall system,Phall System,
Tribune,'ORG',tribune,Tribune,
Pertinax,'PERSON',pertinax,Pertinax,
Contrador,'ORG',contrador,Contrador,
Orca,'NORP',orca,Orca,
Trial by Fire,'ORG',trial by fire,Trial by Fire,
Atari Vo,'ORG',atari vo,Atari Vo,
Coalition,'ORG',coalition,coalition,
Battlesuits,'ORG',battlesuits,battlesuits,
The Eight,'ORG',the eight,The Eight,
Knarloc,'PERSON',knarloc,Knarloc,
Seismic Fibrillator Node,'LOC',seismic fibrillator node,Seismic Fibrillator Node,
Erelim,'PERSON',erelim,Erelim,
Watch Sergeant,'PERSON',watch sergeant,Watch Sergeant,
Szeras,'PERSON',szeras,Szeras,
Amontep II,'PERSON',amontep ii,Amontep II,
Drizyan,'PERSON',drizyan,Drizyan,
Technomancer,'ORG',technomancer,Technomancer,
Canoptek Scarab,'PERSON',canoptek scarab,Canoptek Scarab,
Gaze of Flame,'PERSON',gaze of flame,Gaze of Flame,
Ethermancer,'PERSON',ethermancer,Ethermancer,
Synod Ministra,'ORG',synod ministra,Synod Ministra,
Cardinals Palatine,'PERSON',cardinals palatine,Cardinals Palatine,
Imperial Truth,'ORG',imperial truth,Imperial Truth,
Octavius Empire,'ORG',octavius empire,Octavius Empire,
Kryptmann,'PERSON',kryptmann,Kryptmann,
Octarius War,'PERSON',octarius war,Octarius War,
Haltmoat,'PERSON',haltmoat,Haltmoat,
Vianco Locard,'PERSON',vianco locard,Vianco Locard,
Legion Command Squad,'ORG',legion command squad,Legion Command Squad,
Cerulean Guard,'ORG',cerulean guard,Cerulean Guard,
Hallicon Armoured,'ORG',hallicon armoured,Hallicon Armoured,
Celestinian Crusade,'ORG',celestinian crusade,Celestinian Crusade,
13th Black Crusade,'ORG',13th black crusade,13th Black Crusade,
Legiones Cybernetica,'ORG',legiones cybernetica,Legiones Cybernetica,
